City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches (last 3 hrs),Snow inches (last 3 hrs)
252,dunedin,NZ,2/25/2022 4:13,-45.8742,170.5036,61.81,73,16,15.99,few clouds,0,0
253,caldwell,US,2/25/2022 4:13,43.6629,-116.6874,26.98,71,20,5.75,few clouds,0,0
254,ambatofinandrahana,MG,2/25/2022 4:17,-20.55,46.8,63.84,96,100,2.44,light rain,0,0
255,armstrong,AR,2/25/2022 4:17,-32.7822,-61.6022,63.75,52,0,8.1,clear sky,0,0
256,saint anthony,US,2/25/2022 4:15,45.0205,-93.218,12.25,83,100,9.22,overcast clouds,0,0
257,yibin,CN,2/25/2022 4:17,28.7667,104.6238,55.33,56,13,3.8,few clouds,0,0
258,comodoro rivadavia,AR,2/25/2022 4:17,-45.8667,-67.5,67.86,37,0,12.66,clear sky,0,0
259,lehi,US,2/25/2022 4:17,40.3916,-111.8508,26.08,57,96,3,overcast clouds,0,0
260,yellowknife,CA,2/25/2022 4:17,62.456,-114.3525,7.32,85,75,4.61,light snow,0,0
261,baghdad,IQ,2/25/2022 4:14,33.3406,44.4009,62.51,42,1,13.8,clear sky,0,0
262,srisailam,IN,2/25/2022 4:17,16.0833,78.8667,81.41,22,9,5.99,clear sky,0,0
263,codrington,AU,2/25/2022 4:17,-38.2667,141.9667,66.24,54,31,19.04,scattered clouds,0,0
264,leh,IN,2/25/2022 4:17,34.1667,77.5833,14.07,89,100,2.66,overcast clouds,0,0
265,eureka,US,2/25/2022 4:17,40.8021,-124.1637,40.75,83,33,4.14,scattered clouds,0,0
266,moose factory,CA,2/25/2022 4:17,51.2585,-80.6094,-16.62,76,0,1.14,clear sky,0,0
267,launceston,AU,2/25/2022 4:17,-41.45,147.1667,76.6,47,46,20.71,scattered clouds,0,0
268,babu,CN,2/25/2022 4:17,24.4167,111.5167,56.93,60,0,2.77,clear sky,0,0
269,seymchan,RU,2/25/2022 4:17,62.8833,152.4333,-4.85,90,100,9.84,light snow,0,0
270,hovd,MN,2/25/2022 4:18,48.0056,91.6419,7.86,74,60,3.4,broken clouds,0,0
271,lavrentiya,RU,2/25/2022 4:18,65.5833,-171,32.99,98,100,14.47,snow,0,0
272,north myrtle beach,US,2/25/2022 4:18,33.816,-78.68,62.38,98,100,5.75,fog,0,0
273,warman,CA,2/25/2022 4:15,52.3168,-106.5679,-7.11,73,0,8.05,clear sky,0,0
274,asfi,MA,2/25/2022 4:18,32.2994,-9.2372,60.93,90,84,8.32,broken clouds,0,0
275,rawson,AR,2/25/2022 4:18,-43.3002,-65.1023,60.26,78,100,9.08,overcast clouds,0,0
276,zheshart,RU,2/25/2022 4:18,62.0731,49.5733,20.34,89,97,11.54,overcast clouds,0,0
277,talnakh,RU,2/25/2022 4:18,69.4865,88.3972,-2.63,76,99,8.5,overcast clouds,0,0
278,taiyuan,CN,2/25/2022 4:18,37.8694,112.5603,46.26,29,0,4.47,clear sky,0,0
279,cuamba,MZ,2/25/2022 4:18,-14.8031,36.5372,66.69,97,96,0.49,overcast clouds,0,0
280,chabahar,IR,2/25/2022 4:18,25.2919,60.643,71.78,61,1,5.41,clear sky,0,0
281,vuktyl,RU,2/25/2022 4:18,63.8567,57.3094,12.58,86,100,14.99,overcast clouds,0,0
282,vardo,NO,2/25/2022 4:18,70.3705,31.1107,19.6,75,36,15.55,scattered clouds,0,0
283,storm lake,US,2/25/2022 4:18,42.6411,-95.2097,7.36,92,100,12.66,mist,0,0
284,marsh harbour,BS,2/25/2022 4:18,26.5412,-77.0636,72.59,68,1,15.57,clear sky,0,0
285,dhidhdhoo,MV,2/25/2022 4:18,6.8833,73.1,81.9,72,10,10.36,clear sky,0,0
286,san quintin,MX,2/25/2022 4:18,30.4833,-115.95,48.43,49,0,7.23,clear sky,0,0
287,carnarvon,AU,2/25/2022 4:18,-24.8667,113.6333,84.27,65,13,21.85,few clouds,0,0
288,skjervoy,NO,2/25/2022 4:18,70.0311,20.9714,28.58,93,100,14.88,light snow,0,0
289,san andres,CO,2/25/2022 4:18,12.5847,-81.7006,80.62,74,20,14.97,few clouds,0,0
290,kodiak,US,2/25/2022 4:18,57.79,-152.4072,42.31,87,100,24.16,light rain,0,0
291,dudinka,RU,2/25/2022 4:18,69.4058,86.1778,5.5,86,100,7.7,overcast clouds,0,0
292,jiaocheng,CN,2/25/2022 4:18,24.6774,116.1389,62.82,57,4,0.22,clear sky,0,0
293,usinsk,RU,2/25/2022 4:18,65.9939,57.5281,12.42,92,100,26.6,light snow,0,0
294,washington,US,2/25/2022 4:17,47.5001,-120.5015,25.84,71,9,1.74,clear sky,0,0
295,mozarlandia,BR,2/25/2022 4:18,-14.7447,-50.5706,72.99,91,3,2.93,clear sky,0,0
296,henties bay,NA,2/25/2022 4:18,-22.116,14.2845,66.85,87,0,5.19,clear sky,0,0
297,saint-georges,GD,2/25/2022 4:16,12.0564,-61.7485,76.68,83,20,0,few clouds,0,0
298,ouahigouya,BF,2/25/2022 4:18,13.5828,-2.4216,74.57,9,0,10.85,clear sky,0,0
299,nome,US,2/25/2022 4:18,64.5011,-165.4064,35.67,81,100,17.27,overcast clouds,0,0
300,roald,NO,2/25/2022 4:18,62.5833,6.1333,37.54,81,68,5.75,light rain,0,0
301,high rock,BS,2/25/2022 4:18,26.6208,-78.2833,68.02,71,11,14.79,few clouds,0,0
302,carballo,ES,2/25/2022 4:18,43.213,-8.691,50.54,87,81,12.53,broken clouds,0,0
303,sao joao da barra,BR,2/25/2022 4:18,-21.6403,-41.0511,73.38,95,1,7.05,clear sky,0,0
304,abu kamal,SY,2/25/2022 4:18,34.4506,40.9171,55.31,70,1,14.7,clear sky,0,0
305,ko samui,TH,2/25/2022 4:18,9.5357,99.9357,82.31,78,20,14.97,thunderstorm with light rain,0,0
306,kununurra,AU,2/25/2022 4:15,-15.7667,128.7333,93.18,52,40,9.22,scattered clouds,0,0
307,nara,JP,2/25/2022 4:13,34.6851,135.8049,50.97,32,2,8.46,clear sky,0,0
308,sindor,RU,2/25/2022 4:18,62.8629,51.8905,18.5,90,100,11.36,overcast clouds,0,0
309,chumikan,RU,2/25/2022 4:18,54.7183,135.315,18.68,81,9,20.29,clear sky,0,0
310,tautira,PF,2/25/2022 4:18,-17.7333,-149.15,84,77,46,13.53,light rain,0,0
311,finnsnes,NO,2/25/2022 4:18,69.2296,17.9811,29.75,96,85,11.12,snow,0,0
312,luwuk,ID,2/25/2022 4:18,-0.9516,122.7875,89.96,50,86,5.48,overcast clouds,0,0
313,gmunden,AT,2/25/2022 4:18,47.9189,13.7975,38.01,87,96,8.75,light snow,0,0
314,carutapera,BR,2/25/2022 4:18,-1.195,-46.02,76.91,92,55,5.55,broken clouds,0,0
315,montevideo,UY,2/25/2022 4:18,-34.8335,-56.1674,69.51,88,75,1.14,broken clouds,0,0
316,ketchikan,US,2/25/2022 4:18,55.3422,-131.6461,34.27,93,100,4.61,mist,0,0
317,coquimbo,CL,2/25/2022 4:18,-29.9533,-71.3436,62.33,88,0,0,clear sky,0,0
318,klyuchi,RU,2/25/2022 4:18,52.2667,79.1667,25.56,94,100,8.84,overcast clouds,0,0
319,severo-kurilsk,RU,2/25/2022 4:18,50.6789,156.125,27.25,67,99,28.66,overcast clouds,0,0
320,gimli,CA,2/25/2022 4:18,50.6336,-96.9907,-11.18,77,23,5.75,few clouds,0,0
321,hearst,CA,2/25/2022 4:18,49.6835,-83.6665,-19.95,100,58,1.61,broken clouds,0,0
322,vestmannaeyjar,IS,2/25/2022 4:18,63.4427,-20.2734,39.22,77,99,33.38,overcast clouds,0,0
323,boa vista,BR,2/25/2022 4:18,2.8197,-60.6733,76.98,88,100,4.61,overcast clouds,0,0
324,shelburne,CA,2/25/2022 4:15,44.0787,-80.2041,16.56,66,100,12.39,overcast clouds,0,0
325,haines junction,CA,2/25/2022 4:18,60.7522,-137.5108,15.75,86,99,2.3,overcast clouds,0,0
326,provideniya,RU,2/25/2022 4:18,64.3833,-173.3,33.91,86,100,4.47,light intensity drizzle,0,0
327,fulton,US,2/25/2022 4:15,33.7668,-84.4499,66.61,78,0,6.91,clear sky,0,0
328,modra,SK,2/25/2022 4:18,48.334,17.3071,39.22,80,0,6.91,clear sky,0,0
329,hami,CN,2/25/2022 4:18,42.8,93.45,37.17,30,3,8.75,clear sky,0,0
330,kavaratti,IN,2/25/2022 4:18,10.5669,72.642,80.87,72,30,11.27,scattered clouds,0,0
331,hasaki,JP,2/25/2022 4:18,35.7333,140.8333,54,24,4,5.68,clear sky,0,0
332,kasongo-lunda,CD,2/25/2022 4:18,-6.4667,16.8167,69.58,99,100,2.04,moderate rain,0,0
333,hirara,JP,2/25/2022 4:18,24.8,125.2833,69.66,52,40,19.57,scattered clouds,0,0
334,qui nhon,VN,2/25/2022 4:18,13.7667,109.2333,69.75,91,100,16.04,overcast clouds,0,0
335,tura,IN,2/25/2022 4:18,25.5198,90.2201,73.4,52,22,2.17,few clouds,0,0
336,saskylakh,RU,2/25/2022 4:18,71.9167,114.0833,-22.85,99,60,3.24,broken clouds,0,0
337,madera,US,2/25/2022 4:17,37.1666,-119.8343,48.11,54,20,5.12,few clouds,0,0
338,mount gambier,AU,2/25/2022 4:18,-37.8333,140.7667,70.11,45,12,14.97,few clouds,0,0
339,cartagena,CO,2/25/2022 4:18,10.3997,-75.5144,78.42,69,0,12.66,clear sky,0,0
340,lima,PE,2/25/2022 4:18,-12.0432,-77.0282,68.4,37,40,10.36,fog,0,0
341,atar,MR,2/25/2022 4:18,20.5169,-13.0499,71.17,36,85,7.07,overcast clouds,0,0
342,nantucket,US,2/25/2022 4:18,41.2835,-70.0995,33.15,76,100,13.85,overcast clouds,0,0
343,port arthur,CN,2/25/2022 4:18,38.8,121.2667,53.82,58,0,15.48,clear sky,0,0
344,shu,KZ,2/25/2022 4:18,43.5983,73.7614,43.29,59,99,2.51,overcast clouds,0,0
345,ahuimanu,US,2/25/2022 4:18,21.4447,-157.8378,78.51,68,75,11.5,broken clouds,0,0
346,skovorodino,RU,2/25/2022 4:18,53.9833,123.9167,24.1,68,100,4.21,overcast clouds,0,0
347,kahului,US,2/25/2022 4:16,20.8947,-156.47,78.82,67,40,18.41,scattered clouds,0,0
348,port hedland,AU,2/25/2022 4:18,-20.3167,118.5667,98.65,59,28,10.36,scattered clouds,0,0
349,bethel,US,2/25/2022 4:18,41.3712,-73.414,31.5,46,100,6.91,overcast clouds,0,0
350,mitsamiouli,KM,2/25/2022 4:18,-11.3847,43.2844,81.61,80,100,7.49,light rain,0,0
351,alice springs,AU,2/25/2022 4:18,-23.7,133.8833,96.22,43,0,14.97,clear sky,0,0
352,faanui,PF,2/25/2022 4:18,-16.4833,-151.75,81.93,72,43,15.08,scattered clouds,0,0
353,naze,JP,2/25/2022 4:16,28.3667,129.4833,56.32,54,13,13.11,few clouds,0,0
354,babati,TZ,2/25/2022 4:18,-4.2167,35.75,60.55,93,99,2.98,overcast clouds,0,0
355,columbus,US,2/25/2022 4:18,39.9612,-82.9988,35.56,95,100,4.61,light rain,0,0
356,faya,SA,2/25/2022 4:18,18.3851,42.4509,55.51,38,23,4.63,few clouds,0,0
357,isiro,CD,2/25/2022 4:18,2.7739,27.616,64,67,80,2.62,broken clouds,0,0
358,dafeng,CN,2/25/2022 4:18,23.4517,108.5881,57.04,56,8,4.32,clear sky,0,0
359,pangai,TO,2/25/2022 4:18,-19.8,-174.35,82.51,74,75,10.36,broken clouds,0,0
360,aksha,RU,2/25/2022 4:18,50.2814,113.2867,23.04,64,6,18.16,clear sky,0,0
361,luau,AO,2/25/2022 4:18,-10.7073,22.2247,63.14,99,100,3.24,light rain,0,0
362,colesberg,ZA,2/25/2022 4:18,-30.72,25.0972,66.42,56,36,6.73,scattered clouds,0,0
363,nanortalik,GL,2/25/2022 4:18,60.1432,-45.2371,20.68,87,100,22.17,overcast clouds,0,0
364,khorixas,NA,2/25/2022 4:18,-20.3667,14.9667,73.87,41,5,0.89,clear sky,0,0
365,massakory,TD,2/25/2022 4:18,12.996,15.7293,66.56,14,36,13.49,scattered clouds,0,0
366,havelock,US,2/25/2022 4:18,34.8791,-76.9013,51.78,93,27,4.9,scattered clouds,0,0
367,port blair,IN,2/25/2022 4:18,11.6667,92.75,84.24,74,20,12.66,mist,0,0
368,puerto ayora,EC,2/25/2022 4:18,-0.7393,-90.3518,74.93,87,51,7.14,broken clouds,0,0
369,margate,GB,2/25/2022 4:18,51.3813,1.3862,39.96,74,7,5.01,clear sky,0,0
370,vostok,RU,2/25/2022 4:18,46.4856,135.8833,21.07,86,100,8.23,overcast clouds,0,0
371,mukhen,RU,2/25/2022 4:18,48.1,136.1,24.94,83,99,12.26,overcast clouds,0,0
372,alyangula,AU,2/25/2022 4:18,-13.8483,136.4192,88.14,57,11,7.43,few clouds,0,0
373,carauari,BR,2/25/2022 4:18,-4.8828,-66.8958,72.57,99,62,2.08,broken clouds,0,0
374,arlit,NE,2/25/2022 4:18,18.7369,7.3853,60.6,12,0,3.53,clear sky,0,0
375,byron bay,AU,2/25/2022 4:18,-28.65,153.6167,78.75,88,100,11.16,overcast clouds,0,0
376,airai,TL,2/25/2022 4:18,-8.9266,125.4092,65.91,85,100,4.85,overcast clouds,0,0
377,los llanos de aridane,ES,2/25/2022 4:18,28.6585,-17.9182,60.55,75,20,16.11,few clouds,0,0
378,cayenne,GF,2/25/2022 4:15,4.9333,-52.3333,75.09,92,75,3.44,broken clouds,0,0
379,beeville,US,2/25/2022 4:18,28.4008,-97.7483,37.98,100,100,10.36,mist,0,0
380,amuntai,ID,2/25/2022 4:18,-2.4177,115.2494,87.62,58,100,1.21,overcast clouds,0,0
381,montecristo,CO,2/25/2022 4:18,8.2971,-74.4733,74.19,91,37,0.78,scattered clouds,0,0
382,zlitan,LY,2/25/2022 4:18,32.4674,14.5687,51.91,72,1,8.01,clear sky,0,0
383,rocha,UY,2/25/2022 4:18,-34.4833,-54.3333,67.3,94,100,3.67,overcast clouds,0,0
384,rio gallegos,AR,2/25/2022 4:18,-51.6226,-69.2181,53.65,94,75,3.44,broken clouds,0,0
385,otrado-kubanskoye,RU,2/25/2022 4:18,45.2442,40.8408,41.16,76,100,13.18,overcast clouds,0,0
386,iberia,US,2/25/2022 4:18,29.9502,-91.7507,71.67,94,100,9.22,overcast clouds,0,0
387,san felipe,VE,2/25/2022 4:18,10.3399,-68.7425,69.06,93,79,3.94,broken clouds,0,0
388,itarema,BR,2/25/2022 4:18,-2.9248,-39.9167,80.67,78,97,13.58,overcast clouds,0,0
389,cockburn town,TC,2/25/2022 4:13,21.4612,-71.1419,75.34,73,35,19.64,scattered clouds,0,0
390,ancud,CL,2/25/2022 4:18,-41.8697,-73.8203,54.43,88,12,6.29,few clouds,0,0
391,norton,ZW,2/25/2022 4:18,-17.8833,30.7,61.29,96,4,4.38,clear sky,0,0
392,ortona,IT,2/25/2022 4:18,42.3496,14.4039,51.15,57,20,3.71,few clouds,0,0
393,praia da vitoria,PT,2/25/2022 4:18,38.7333,-27.0667,56.75,82,40,8.86,scattered clouds,0,0
394,ryotsu,JP,2/25/2022 4:18,38.0833,138.4333,46.36,55,94,21.61,overcast clouds,0,0
395,sassandra,CI,2/25/2022 4:18,4.95,-6.0833,76.55,93,21,3.24,few clouds,0,0
396,nishihara,JP,2/25/2022 4:18,26.1842,127.7558,64.06,52,75,13.8,broken clouds,0,0
397,riyadh,SA,2/25/2022 4:15,24.6877,46.7219,59.14,37,0,3.44,clear sky,0,0
398,oksfjord,NO,2/25/2022 4:18,70.2396,22.3479,29.32,96,100,12.48,snow,0,0
399,merauke,ID,2/25/2022 4:18,-8.4667,140.3333,80.22,81,100,16.42,heavy intensity rain,0,0
400,mildura,AU,2/25/2022 4:18,-34.2,142.15,89.56,31,28,16.11,scattered clouds,0,0
401,cabo san lucas,MX,2/25/2022 4:16,22.8909,-109.9124,69.51,74,7,1.81,clear sky,0,0
402,ust-nera,RU,2/25/2022 4:18,64.5667,143.2,-6.27,86,100,3.33,overcast clouds,0,0
403,flagstaff,US,2/25/2022 4:18,35.1981,-111.6513,26.26,82,0,3.44,clear sky,0,0
404,nemuro,JP,2/25/2022 4:18,43.3236,145.575,32.43,70,52,9.48,broken clouds,0,0
405,mettingen,DE,2/25/2022 4:18,52.3167,7.7833,37.74,83,42,17.18,scattered clouds,0,0
406,vao,NC,2/25/2022 4:18,-22.6667,167.4833,79.25,78,77,14.34,broken clouds,0,0
407,broome,US,2/25/2022 4:18,42.2506,-75.833,30.02,55,100,6.91,overcast clouds,0,0
408,timra,SE,2/25/2022 4:18,62.487,17.3257,8.31,97,100,3.36,overcast clouds,0,0
409,necochea,AR,2/25/2022 4:18,-38.5473,-58.7368,64.04,50,1,16.71,clear sky,0,0
410,motatei,RO,2/25/2022 4:18,44.0833,23.2,32.22,74,31,4.52,scattered clouds,0,0
411,sarahan,IN,2/25/2022 4:18,31.5167,77.8,40.91,66,59,1.86,broken clouds,0,0
412,saint-prosper,CA,2/25/2022 4:18,46.2117,-70.4811,2.68,98,41,0.43,scattered clouds,0,0
413,bowling green,US,2/25/2022 4:18,36.9903,-86.4436,42.73,92,100,4.61,overcast clouds,0,0
414,nuuk,GL,2/25/2022 4:18,64.1835,-51.7216,-19.48,97,34,7.92,scattered clouds,0,0
415,yar-sale,RU,2/25/2022 4:18,66.8333,70.8333,0.5,97,95,5.95,overcast clouds,0,0
416,gueret,FR,2/25/2022 4:15,46.1667,1.8667,32.63,95,83,1.66,broken clouds,0,0
417,souillac,MU,2/25/2022 4:18,-20.5167,57.5167,82.36,94,40,4.61,scattered clouds,0,0
418,klaksvik,FO,2/25/2022 4:19,62.2266,-6.589,32.92,58,99,21.83,overcast clouds,0,0
419,juneau,US,2/25/2022 4:19,58.3019,-134.4197,33.22,94,100,0,overcast clouds,0,0
420,svetlyy,RU,2/25/2022 4:19,54.675,20.1347,39.25,90,94,24.61,overcast clouds,0,0
421,doha,QA,2/25/2022 4:18,25.2867,51.5333,64.29,88,20,4.61,mist,0,0
422,aklavik,CA,2/25/2022 4:19,68.2191,-135.0107,2.23,96,94,10.8,overcast clouds,0,0
423,grand gaube,MU,2/25/2022 4:19,-20.0064,57.6608,82.38,78,100,5.01,overcast clouds,0,0
424,luderitz,NA,2/25/2022 4:19,-26.6481,15.1594,66.24,67,0,18.79,clear sky,0,0
425,ostersund,SE,2/25/2022 4:19,63.1792,14.6357,5.92,98,82,2.64,broken clouds,0,0
426,tilichiki,RU,2/25/2022 4:19,60.4667,166.1,24.93,82,100,20.04,overcast clouds,0,0
427,yunyang,CN,2/25/2022 4:19,33.4474,112.7142,53.49,40,47,12.35,scattered clouds,0,0
428,santander,ES,2/25/2022 4:19,43.4647,-3.8044,47.98,96,75,3.44,broken clouds,0,0
429,beaverlodge,CA,2/25/2022 4:19,55.2166,-119.4361,20.55,90,16,6.44,few clouds,0,0
430,surt,LY,2/25/2022 4:19,31.2089,16.5887,54.7,63,2,5.57,clear sky,0,0
431,tungor,RU,2/25/2022 4:19,53.3808,142.9564,20.34,77,29,18.95,scattered clouds,0,0
432,urumqi,CN,2/25/2022 4:19,43.801,87.6005,16.75,73,62,2.24,mist,0,0
433,obertyn,UA,2/25/2022 4:19,48.7003,25.1701,30.76,74,62,2.3,broken clouds,0,0
434,shieli,KZ,2/25/2022 4:19,44.1667,66.75,42.01,60,13,3.36,few clouds,0,0
435,cherskiy,RU,2/25/2022 4:19,68.75,161.3,-5.1,95,100,5.06,overcast clouds,0,0
436,jibuti,DJ,2/25/2022 4:19,11.5,42.5,74.62,79,94,12.35,overcast clouds,0,0
437,ostrovnoy,RU,2/25/2022 4:19,68.0531,39.5131,30.6,82,59,28.72,broken clouds,0,0
438,ormara,PK,2/25/2022 4:19,25.2088,64.6357,72.52,56,0,7.92,clear sky,0,0
439,gizo,SB,2/25/2022 4:19,-8.103,156.8419,82.78,74,69,4.68,light rain,0,0
440,beira,MZ,2/25/2022 4:19,-19.8436,34.8389,75.29,100,40,4.61,scattered clouds,0,0
441,adeje,ES,2/25/2022 4:19,28.1227,-16.726,63.95,71,20,5.75,few clouds,0,0
442,myitkyina,MM,2/25/2022 4:19,25.3833,97.4,77.14,34,20,3.51,few clouds,0,0
443,lysogorskaya,RU,2/25/2022 4:19,44.1064,43.2756,38.75,93,99,6.35,overcast clouds,0,0
444,mandal,IN,2/25/2022 4:19,25.45,74.5667,71.92,33,0,7.11,clear sky,0,0
445,whyalla,AU,2/25/2022 4:19,-33.0333,137.5833,80.49,47,100,20.71,overcast clouds,0,0
446,blagoveshchensk,RU,2/25/2022 4:19,50.2667,127.5333,30.81,43,20,6.71,few clouds,0,0
447,bardiyah,LY,2/25/2022 4:19,31.7561,25.0865,54.21,59,10,21.77,clear sky,0,0
448,pucallpa,PE,2/25/2022 4:19,-8.3791,-74.5539,74.01,90,55,1.21,broken clouds,0,0
449,twin falls,US,2/25/2022 4:19,42.3505,-114.6445,17.49,79,100,11.5,overcast clouds,0,0
450,mosquera,CO,2/25/2022 4:19,4.7059,-74.2302,53.69,94,75,0,light rain,0,0
451,half moon bay,US,2/25/2022 4:19,37.4636,-122.4286,48.92,75,20,13.8,few clouds,0,0
452,joshimath,IN,2/25/2022 4:19,30.5667,79.5667,45.18,68,79,0.63,broken clouds,0,0
453,ilam,NP,2/25/2022 4:19,26.9167,87.9167,62.49,50,28,5.39,scattered clouds,0,0
454,portland,US,2/25/2022 4:15,45.5234,-122.6762,35.6,83,0,3,clear sky,0,0
455,aswan,EG,2/25/2022 4:19,24.0934,32.907,54.61,60,0,7.78,clear sky,0,0
456,tessalit,ML,2/25/2022 4:19,20.1986,1.0114,71.64,13,5,13.11,clear sky,0,0
457,asau,RO,2/25/2022 4:19,46.4333,26.4,31.95,72,3,5.12,clear sky,0,0
458,dingle,PH,2/25/2022 4:19,10.9995,122.6711,84.6,60,98,18.97,overcast clouds,0,0
459,aktas,KZ,2/25/2022 4:19,49.7789,72.9608,20.95,88,74,6.08,broken clouds,0,0
460,khandyga,RU,2/25/2022 4:19,62.6667,135.6,-4.54,90,94,0.94,overcast clouds,0,0
461,swellendam,ZA,2/25/2022 4:19,-34.0226,20.4417,70.9,91,98,3.6,overcast clouds,0,0
462,sola,VU,2/25/2022 4:19,-13.8833,167.55,82.99,68,61,2.26,broken clouds,0,0
463,kalmunai,LK,2/25/2022 4:19,7.4167,81.8167,80.82,73,68,11.54,broken clouds,0,0
464,adrar,MR,2/25/2022 4:19,20.5022,-10.0711,76.93,5,100,7.34,overcast clouds,0,0
465,markova,UA,2/25/2022 4:19,48.6758,24.4138,26.91,74,76,6.35,broken clouds,0,0
466,diffa,NE,2/25/2022 4:19,13.3154,12.6113,63.23,26,25,10.11,scattered clouds,0,0
467,ilhabela,BR,2/25/2022 4:19,-23.7781,-45.3581,74.3,88,10,4.68,clear sky,0,0
468,wajir,KE,2/25/2022 4:19,1.7471,40.0573,76.66,72,99,11.3,overcast clouds,0,0
469,chapais,CA,2/25/2022 4:19,49.7834,-74.8492,-22.22,100,51,3.42,broken clouds,0,0
470,luis correia,BR,2/25/2022 4:19,-2.8792,-41.6669,78.13,86,100,11.23,overcast clouds,0,0
471,zhigansk,RU,2/25/2022 4:19,66.7697,123.3711,-2.81,92,100,18.14,overcast clouds,0,0
472,huatusco,MX,2/25/2022 4:19,19.15,-96.95,62.15,87,38,1.34,scattered clouds,0,0
473,kandrian,PG,2/25/2022 4:19,-6.2167,149.55,85.08,73,83,13.02,moderate rain,0,0
474,beyneu,KZ,2/25/2022 4:19,45.3167,55.2,40.57,78,12,12.84,few clouds,0,0
475,hobyo,SO,2/25/2022 4:19,5.3505,48.5268,78.98,76,41,11.59,scattered clouds,0,0
476,sampit,ID,2/25/2022 4:19,-2.5333,112.95,90.88,48,88,3.6,overcast clouds,0,0
477,manaus,BR,2/25/2022 4:17,-3.1019,-60.025,79.29,83,40,4.61,scattered clouds,0,0
478,riachao,BR,2/25/2022 4:19,-7.3619,-46.6172,73.65,84,32,2.68,scattered clouds,0,0
479,denpasar,ID,2/25/2022 4:18,-8.65,115.2167,87.46,70,20,8.05,few clouds,0,0
480,paita,PE,2/25/2022 4:19,-5.0892,-81.1144,73.42,75,100,4.41,overcast clouds,0,0
481,mnogovershinnyy,RU,2/25/2022 4:19,53.9353,139.9242,17.74,75,11,14.41,few clouds,0,0
482,konnur,IN,2/25/2022 4:19,16.2,74.75,78.8,25,30,6.71,scattered clouds,0,0
483,vanimo,PG,2/25/2022 4:19,-2.6741,141.3028,78.24,89,100,6.11,overcast clouds,0,0
484,thinadhoo,MV,2/25/2022 4:19,0.5333,72.9333,82.54,75,9,8.14,clear sky,0,0
485,canto do buriti,BR,2/25/2022 4:19,-8.11,-42.9444,76.01,63,96,2.48,overcast clouds,0,0
486,paamiut,GL,2/25/2022 4:19,61.994,-49.6678,-0.69,91,100,28.77,overcast clouds,0,0
487,jamsa,FI,2/25/2022 4:19,61.8642,25.19,34.52,98,100,10.25,snow,0,0
488,safaga,EG,2/25/2022 4:19,26.7292,33.9365,59.99,55,0,6.51,clear sky,0,0
489,inirida,CO,2/25/2022 4:19,3.8653,-67.9239,75.2,93,96,1.68,overcast clouds,0,0
490,yarega,RU,2/25/2022 4:19,63.4354,53.5765,17.42,88,100,12.46,overcast clouds,0,0
491,verkhoyansk,RU,2/25/2022 4:19,67.5447,133.385,1.81,91,100,4.32,overcast clouds,0,0
492,dolores,AR,2/25/2022 4:19,-36.3132,-57.6792,61.88,90,0,7.05,clear sky,0,0
493,doka,SD,2/25/2022 4:19,13.5167,35.7667,72.61,11,70,13.22,broken clouds,0,0
494,pangnirtung,CA,2/25/2022 4:19,66.1451,-65.7125,-29.06,99,100,1.39,overcast clouds,0,0
495,george town,MY,2/25/2022 4:19,5.4112,100.3354,84.13,80,40,11.5,light rain,0,0
496,bulancak,TR,2/25/2022 4:19,40.9372,38.2291,48.02,87,75,6.91,light rain,0,0
497,morehead,US,2/25/2022 4:15,37.2711,-87.1764,37.99,96,100,3,drizzle,0,0
498,raga,SS,2/25/2022 4:19,8.4596,25.678,68.05,14,44,4.54,scattered clouds,0,0
499,tsiroanomandidy,MG,2/25/2022 4:19,-18.7667,46.0333,68.14,94,99,1.45,overcast clouds,0,0
500,flinders,AU,2/25/2022 4:19,-34.5833,150.8552,74.21,95,100,1.25,light rain,0,0
501,almansa,ES,2/25/2022 4:19,38.8692,-1.0971,48.65,85,100,5.57,overcast clouds,0,0
502,catalina foothills,US,2/25/2022 4:14,32.2979,-110.9187,47.35,59,0,9.22,clear sky,0,0
503,susanville,US,2/25/2022 4:19,40.4163,-120.653,31.84,58,0,9.22,clear sky,0,0
504,mus,TR,2/25/2022 4:19,39,41.75,26.74,95,100,6.33,light snow,0,0
505,puerto leguizamo,CO,2/25/2022 4:19,-0.1934,-74.7819,72.32,97,91,1.54,overcast clouds,0,0
506,sheltozero,RU,2/25/2022 4:19,61.3667,35.3667,29.79,86,100,14.85,overcast clouds,0,0
507,poum,NC,2/25/2022 4:19,-20.2333,164.0167,83.12,75,100,15.55,overcast clouds,0,0
508,pueblo nuevo,MX,2/25/2022 4:19,23.3833,-105.3833,50.07,55,0,5.82,clear sky,0,0
509,alofi,NU,2/25/2022 4:19,-19.0595,-169.9187,75.09,94,91,9.22,overcast clouds,0,0
510,seoul,KR,2/25/2022 4:19,37.5683,126.9778,49.51,53,40,10.36,scattered clouds,0,0
511,mujiayingzi,CN,2/25/2022 4:19,42.1167,118.7833,34.45,41,1,14.79,clear sky,0,0
512,mayumba,GA,2/25/2022 4:19,-3.432,10.6554,77.77,86,100,2.33,overcast clouds,0,0
513,poronaysk,RU,2/25/2022 4:19,49.2167,143.1167,28.98,61,31,8.88,scattered clouds,0,0
